Name,Start date of trip,Duration of Visit (Days),Destination,Purpose of trip,Mode of transport,Class of travel,Accomodation/Meals,Other (including hospitality given),"Total cost, including all visas, accommodation, travel, meals etc. (œ)",Total Cost of Use of Official Secure Car,Booked through
"Owen, Mr. Marc",10/03/2017,,,Heathrow Express following trip overseas,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,22.00,,
"Pratt, Mr. Alan Palaic",10/03/2017,,,travel to Gatwick for meeting - top-up tickets from boundary of my travelcard,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,7.45,,
"Pratt, Mr. Alan Palaic",10/03/2017,,,"Breakfast and evening snack. Gatwick meeting - over 10 house. One receipt lost (coffee and breakfast croissant, approx ¶œ6) plus receipted ¶œ5.04",T&S - Subsistence,,,,9.30,,
"Shipley, Mr. Gordon Michael",10/03/2017,,Edinburgh,EXTERNAL MEETING,Air Tickets,Economy,,,100.72,,Redfern
"Shipley, Mr. Gordon Michael",10/03/2017,,London Heathrow,EXTERNAL MEETING,Air Tickets,Economy,,,174.26,,Redfern
"Philpott, Mr. Matthew John",12/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,20.50,,Redfern
"Duffy, Mr. Philip",13/03/2017,,,T&E Reconcile,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Duffy, Mr. Philip",13/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Room,,302.60,,Redfern
"Duffy, Mr. Philip",13/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,195.90,,Redfern
"Lloyd, Ms. Myrtle",13/03/2017,,,petrol for hire car,"T&S - Planes, Trains and Automobiles",,,,46.32,,
"Lloyd, Ms. Myrtle",13/03/2017,,,M6 Toll charge,"T&S - Planes, Trains and Automobiles",,,,11.00,,
"Lloyd, Ms. Myrtle",13/03/2017,,,Parking in Peterborough,"T&S - Planes, Trains and Automobiles",,,,5.50,,
"Lloyd, Ms. Myrtle",13/03/2017,,London Heathrow,INTERNAL MEETING,,,Hotel One Double Bed,,127.33,,Redfern
"Lloyd, Ms. Myrtle",13/03/2017,,,INTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Montgomery, Sir Charles Percival",13/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,163.34,,Redfern
"Montgomery, Sir Charles Percival",13/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Philpott, Mr. Matthew John",13/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,194.50,,Redfern
"Shipley, Mr. Gordon Michael",13/03/2017,,Chicago O Hare,CONFERENCE ATTENDANCE,Air Tickets,Business,,,"4,572.19",,Redfern
"Shipley, Mr. Gordon Michael",13/03/2017,,Chicago O'hare,EXTERNAL MEETING,,,Hotel (Foreign) Minimum One King Bed,,329.66,,Redfern
"Shipley, Mr. Gordon Michael",13/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Webb, Mr. Stephen",13/03/2017,,,Travel from London to Heathrow Airport prior to flying to the USA on business,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,25.00,,
"Webb, Mr. Stephen",13/03/2017,,Chicago O Hare,DETACHED DUTY,Air Tickets,Business,,,"4,655.43",,Redfern
"Webb, Mr. Stephen",13/03/2017,,Chicago O'hare,EXTERNAL MEETING,,,Hotel (Foreign) Room,,204.60,,Redfern
"Williams, Ms. Wendy",13/03/2017,,London Kings Cross,EXTERNAL MEETING,Rail,Standard,,,132.50,,Redfern
"Cunningham, Mr. Michael Bernard",14/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,352.00,,Redfern
"Cunningham, Mr. Michael Bernard",14/03/2017,,London Heathrow,EXTERNAL MEETING,,,Hotel Room,,109.53,,Redfern
"Cunningham, Mr. Michael Bernard",14/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Freston, Mrs. Penny",14/03/2017,,,Taxi for G6/7/SCS Event in Liverpool,Taxis,,,,6.00,,
"Gould, Mr. Barry",14/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Non Smoking room with 1 Double Bed,,90.60,,Redfern
"Gould, Mr. Barry",14/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,149.25,,Redfern
"Lamberti, Mr. David James",14/03/2017,,London Terminals,EXTERNAL MEETING,Rail,Standard,,,10.80,,Redfern
"Lamberti, Mr. David James",14/03/2017,,Newcastle,EXTERNAL MEETING,Rail,Standard,,,97.00,,Redfern
"Lincoln, Mr. Paul Michael",14/03/2017,,Copenhagen,EXTERNAL MEETING,Air Tickets,Economy,,,151.10,,Redfern
"Montgomery, Sir Charles Percival",14/03/2017,,Feltham,EXTERNAL MEETING,Rail,Standard,,,7.60,,Redfern
"Oppenheim, Mr. Jeremy",14/03/2017,,,taxi to SIA conference being held at Cavendish Venues W1.,Taxis,,,,25.80,,
"Oppenheim, Mr. Jeremy",14/03/2017,,,taxi from SIA conference to 2 Marsham Street,Taxis,,,,15.62,,
"Philpott, Mr. Matthew John",14/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Superior- One- Kings Size,,224.33,,Redfern
"Taylor, Mr. David Mclure",14/03/2017,,,Travel to Gatwick Airport for flight to meet external suppliers,Taxis,,,,40.00,,
"Taylor, Mr. David Mclure",14/03/2017,,,Travel from Glasgow Airport to Supplier offices,Taxis,,,,20.00,,
"Taylor, Mr. David Mclure",14/03/2017,,Glasgow,EXTERNAL MEETING,Web Transaction,Premium Economy,,,67.56,,Redfern
"Taylor, Mr. David Mclure",14/03/2017,,Glasgow,EXTERNAL MEETING,,,Hotel Room,,89.60,,Redfern
"Thomson, Mr. Mark David",14/03/2017,,,Taxi from Train station to office,Taxis,,,,8.00,,
"Thomson, Mr. Mark David",14/03/2017,,,Late meal and breakfast cost as room only booking.,T&S - Hotels,,,,34.95,,
"Wilkinson, Miss Sarah Fay",14/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,184.95,,Redfern
"Williams, Ms. Wendy",14/03/2017,,London Kings Cross,EXTERNAL MEETING,Rail,Standard,,,11.00,,Redfern
"Duffy, Mr. Philip",15/03/2017,,,T&E Reconcile,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Eastaugh, Mr. Tony",15/03/2017,,London Heathrow,EXTERNAL MEETING,,,Hotel Room,,109.53,,Redfern
"Hornby, Mr. Richard",15/03/2017,,Berkhamsted,EXTERNAL MEETING,Rail,Standard,,,24.90,,Redfern
"Hornby, Mr. Richard",15/03/2017,,Berkhamsted,EXTERNAL MEETING,Rail,Standard,,,-4.90,,Redfern
"Montgomery, Sir Charles Percival",15/03/2017,,,Tube London Euston to Waterloo,T&S - Hotels,,,,2.40,,
"Montgomery, Sir Charles Percival",15/03/2017,,,2 x nights accomodation for the DG at Liverpool Docks Hilton (Away Day Venue).,T&S - Hotels,,,,218.00,,
"Montgomery, Sir Charles Percival",15/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,37.50,,Redfern
"O'brien, Mr. John",15/03/2017,,,External board meeting,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,53.50,,
"O'brien, Mr. John",15/03/2017,,,External board meeting,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,63.50,,
"Sedwill, Mr. Mark",15/03/2017,,Glasgow,EXTERNAL MEETING,Air Tickets,Economy,,,192.70,,Redfern
"Sedwill, Mr. Mark",15/03/2017,,HEATHROW TERM 5,EXTERNAL MEETING,Rail,Standard,,,25.00,,Redfern
"Shipley, Mr. Gordon Michael",15/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Taylor, Mr. David Mclure",15/03/2017,,,Travel from Gatwick Airport to home,Taxis,,,,46.50,,
"Thomson, Mr. Mark David",15/03/2017,,,Taxi from office to train station,Taxis,,,,3.00,,
"Webb, Mr. Stephen",15/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Williams, Ms. Wendy",15/03/2017,,Birmingham,EXTERNAL MEETING,,,Hotel Standard- One- Double,,75.60,,Redfern
"Williams, Ms. Wendy",15/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,71.00,,Redfern
"Eastaugh, Mr. Tony",16/03/2017,,Glasgow,EXTERNAL MEETING,Air Tickets,Economy,,,135.70,,Redfern
"Eastaugh, Mr. Tony",16/03/2017,,Glasgow,EXTERNAL MEETING,,,Hotel Room,,89.60,,Redfern
"Eastaugh, Mr. Tony",16/03/2017,,HEATHROW TERM 5,EXTERNAL MEETING,Rail,Standard,,,25.00,,Redfern
"Eastaugh, Mr. Tony",16/03/2017,,London Zones 1-6,EXTERNAL MEETING,Rail,Standard,,,17.50,,Redfern
"Field, Ms. Ann-Marie",16/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,41.00,,Redfern
"Foy, Mr. Timothy John",16/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Standard- One- King Size,,87.60,,Redfern
"Foy, Mr. Timothy John",16/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,5.00,,Redfern
"Hornby, Mr. Richard",16/03/2017,,Berkhamsted,EXTERNAL MEETING,Rail,Standard,,,42.10,,Redfern
"Hornby, Mr. Richard",16/03/2017,,London Victoria,EXTERNAL MEETING,Rail,Standard,,,4.90,,Redfern
"Lloyd, Ms. Myrtle",16/03/2017,,,Taxi from home to Chester train station,Taxis,,,,8.00,,
"Lloyd, Ms. Myrtle",16/03/2017,,,Taxi from office to hotel,Taxis,,,,6.50,,
"Lloyd, Ms. Myrtle",16/03/2017,,,Food and Drink,T&S - Subsistence,,,,26.00,,
"Lloyd, Ms. Myrtle",16/03/2017,,Birmingham,INTERNAL MEETING,,,Hotel Room,,83.60,,Redfern
"Lloyd, Ms. Myrtle",16/03/2017,,Birmingham New St,INTERNAL MEETING,Rail,Standard,,,75.80,,Redfern
"Lloyd, Ms. Myrtle",16/03/2017,,,INTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Montgomery, Sir Charles Percival",16/03/2017,,,Overnight stay in London due to late arrival back from Sunningdale (giving closing address at Police course in capacity as BF DG),T&S - Hotels,,,,12.95,,
"Montgomery, Sir Charles Percival",16/03/2017,,,Taxi to Sunningdale train station for return journey to London. In Sunningdale to give speech - Closing the Strategic Command Course 2017,T&S - Hotels,,,,6.60,,
"Montgomery, Sir Charles Percival",16/03/2017,,,Taxi from London Waterloo station to Grange Rochester Hotel (For speech - Closing the Strategic Command Course 2017 in Sunningdale),T&S - Hotels,,,,10.50,,
"Montgomery, Sir Charles Percival",16/03/2017,,London Heathrow,EXTERNAL MEETING,,,Hotel Superior- One- Double,,149.40,,Redfern
"Montgomery, Sir Charles Percival",16/03/2017,,Sunningdale,EXTERNAL MEETING,Rail,Standard,,,15.70,,Redfern
"Oppenheim, Mr. Jeremy",16/03/2017,,,taxi from Liverpool Lime Street to Mercure Hotel,Taxis,,,,10.00,,
"Oppenheim, Mr. Jeremy",16/03/2017,,,congestion charge incurred travelling from 2 Marsham Street to Euston station for onward travel to Liverpool for official visit.,"T&S - Planes, Trains and Automobiles",,,,10.50,,
"Oppenheim, Mr. Jeremy",16/03/2017,,,original charge for dinner at hotel. |Subsequently refunded and œ26 claimed under subsistence paymernt.,T&S - Hotels,,,,50.00,,
"Oppenheim, Mr. Jeremy",16/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Standard- One- King Size,,87.60,,Redfern
"Oppenheim, Mr. Jeremy",16/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,245.90,,Redfern
"Parr, Mr. Matthew",16/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,41.00,,Redfern
"Philpott, Mr. Matthew John",16/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,82.00,,Redfern
"Sedwill, Mr. Mark",16/03/2017,,London City,EXTERNAL MEETING,Air Tickets,Economy,,,161.60,,Redfern
"Sedwill, Mr. Mark",16/03/2017,,London Zones 1-4,EXTERNAL MEETING,Rail,Standard,,,12.30,,Redfern
"Williams, Ms. Wendy",16/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,11.00,,Redfern
"Williams, Ms. Wendy",16/03/2017,,Newcastle,EXTERNAL MEETING,Rail,Standard,,,98.80,,Redfern
"Eastaugh, Mr. Tony",17/03/2017,,London Stansted,EXTERNAL MEETING,Web Transaction,Premium Economy,,,39.99,,Redfern
"Foy, Mr. Timothy John",17/03/2017,,,Car parking in Liverpool,"T&S - Planes, Trains and Automobiles",,,,15.00,,
"Foy, Mr. Timothy John",17/03/2017,,,Away from home overnight,T&S - Subsistence,,,,26.00,,
"Foy, Mr. Timothy John",17/03/2017,,,Cheaper than train,"T&S - Planes, Trains and Automobiles",,,,54.60,,
"Hornby, Mr. Richard",17/03/2017,,London Victoria,EXTERNAL MEETING,Rail,Standard,,,4.90,,Redfern
"Lloyd, Ms. Myrtle",17/03/2017,,,Taxi from home to Chester train station,Taxis,,,,8.00,,
"Lloyd, Ms. Myrtle",17/03/2017,,,lunch,T&S - Subsistence,,,,8.10,,
"Oppenheim, Mr. Jeremy",17/03/2017,,,"taxis from DBS, Shannon Court to Liverpool Lime Street with Rachel Bainbridge",Taxis,,,,6.00,,
"Oppenheim, Mr. Jeremy",17/03/2017,,,ongestion charge incurred following return from official visit to Liverpool,"T&S - Planes, Trains and Automobiles",,,,10.50,,
"Oppenheim, Mr. Jeremy",17/03/2017,,,car parking at Euston station whilst on an official visit to Liverpool,"T&S - Planes, Trains and Automobiles",,,,36.00,,
"Oppenheim, Mr. Jeremy",17/03/2017,,,refund of payment for dinner. œ26 claimed under subsistence payments.,T&S - Hotels,,,,-50.00,,
"Pratt, Mr. Alan Palaic",17/03/2017,,,Driving to Feltham secuirty posts - official visits. Half the time of public transport options.,T&S - Employee Reimbursed Mileage,,,,14.80,,
"Pratt, Mr. Alan Palaic",17/03/2017,,,Driving from Feltham secuirty posts - official visits. Half the time of public transport options.,T&S - Employee Reimbursed Mileage,,,,12.80,,
"Shipley, Mr. Gordon Michael",17/03/2017,,,International Conference,Conferences (& Hospitality),,,,-219.85,,
"Shipley, Mr. Gordon Michael",17/03/2017,,,International Conference,Conferences (& Hospitality),,,,-3.39,,
"Webb, Mr. Stephen",17/03/2017,,,Return journey to London from Heathrow,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,25.00,,
"Clarke, Mr. Richard William John",20/03/2017,,,Travel from Home to airport for an early flight for an official visit,Taxis,,,,33.00,,
"Clarke, Mr. Richard William John",20/03/2017,,Islamabad,MEETING WITH EXTERNAL BODIES,Air Tickets,Business,,,"2,939.63",,Redfern
"Lloyd, Ms. Myrtle",20/03/2017,,,Taxi from home to Chester train station,Taxis,,,,8.00,,
"Lloyd, Ms. Myrtle",20/03/2017,,,Tube fare,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Lloyd, Ms. Myrtle",20/03/2017,,,dinner,T&S - Subsistence,,,,16.90,,
"Lloyd, Ms. Myrtle",20/03/2017,,London Heathrow,INTERNAL MEETING,,,Hotel One Double Bed,,375.60,,Redfern
"Lloyd, Ms. Myrtle",20/03/2017,,ZONE U1* LONDN,CONFERENCE/EVENT,Rail,Standard,,,283.00,,Redfern
"Morrison, Mr. Paul Noble Wilson",20/03/2017,,,food spend - was more than 26 over day but capped claim at maximum,Unspecified,,,,26.00,,
"Webb, Mr. Stephen",20/03/2017,,,Taxi from Worcester Foregate Street station to West Mercia Police HQ,Taxis,,,,12.00,,
"Webb, Mr. Stephen",20/03/2017,,,Taxi from West Mercia Police HQ to Worcester Foregate Street Station,Taxis,,,,12.00,,
"Webb, Mr. Stephen",20/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,9.20,,Redfern
"Webb, Mr. Stephen",20/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,53.10,,Redfern
"Webb, Mr. Stephen",20/03/2017,,Worcester Foregate Street,EXTERNAL MEETING,Rail,Standard,,,41.40,,Redfern
"Williams, Ms. Wendy",20/03/2017,,London Kings Cross,EXTERNAL MEETING,Rail,Standard,,,147.00,,Redfern
"Cunningham, Mr. Michael Bernard",21/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,176.50,,Redfern
"Cunningham, Mr. Michael Bernard",21/03/2017,,London Heathrow,EXTERNAL MEETING,,,Hotel Standard- One- King Size,,129.60,,Redfern
"Ind, Mr. Hugh Timothy",21/03/2017,,,Attendance at The Network AGM at the Kia Oval,"T&S - Planes, Trains and Automobiles",,,,4.80,,
"Kershaw, Mr. Stephen Edward",21/03/2017,,,Taxi receipts for attendance at Honours event,Taxis,,,,36.00,,
"Kershaw, Mr. Stephen Edward",21/03/2017,,St Albans Station,EXTERNAL MEETING,Rail,Standard,,,11.80,,Redfern
"Leach, Mrs. Paula Michelle",21/03/2017,,,From office to Network event,Taxis,,,,8.00,,
"Lloyd, Ms. Myrtle",21/03/2017,,,Taxi from Chester train station to home,Taxis,,,,7.70,,
"Lloyd, Ms. Myrtle",21/03/2017,,,Tube fare,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Montgomery, Sir Charles Percival",21/03/2017,,,Overnight BF Coventry postal visit - refreshment for outbound journey,T&S - Hotels,,,,4.39,,
"Montgomery, Sir Charles Percival",21/03/2017,,Birmingham,EXTERNAL MEETING,,,Hotel Family Room For Three,,83.60,,Redfern
"Montgomery, Sir Charles Percival",21/03/2017,,Coventry,EXTERNAL MEETING,Rail,Standard,,,77.50,,Redfern
"Parr, Mr. Matthew",21/03/2017,,Birmingham International,EXTERNAL MEETING,Rail,Standard,,,64.50,,Redfern
"Parr, Mr. Matthew",21/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Pratt, Mr. Alan Palaic",21/03/2017,,,meal,T&S - Subsistence,,,,4.25,,
"Riach, Ms. Shona",21/03/2017,,Paris Gare Du Nord,EXTERNAL MEETING,Cont Rail,Standard,,,338.00,,Redfern
"Sedwill, Mr. Mark",21/03/2017,,Belfast City,EXTERNAL MEETING,Air Tickets,Economy,,,271.69,,Redfern
"Sedwill, Mr. Mark",21/03/2017,,London Paddington,EXTERNAL MEETING,Rail,Standard,,,25.00,,Redfern
"Sutton, Mr. Kenneth David",21/03/2017,,London Zones 1-4,EXTERNAL MEETING,Rail,Standard,,,12.30,,Redfern
"Taylor, Mr. David Mclure",21/03/2017,,,Parking at Gatwick Airport for flight to Dublin for supplier visit,"T&S - Planes, Trains and Automobiles",,,,20.00,,
"Taylor, Mr. David Mclure",21/03/2017,,Dublin,EXTERNAL MEETING,Air Tickets,Economy,,,140.22,,Redfern
"Cunningham, Mr. Michael Bernard",22/03/2017,,Belfast,EXTERNAL MEETING,,,Hotel Room,,88.33,,Redfern
"Cunningham, Mr. Michael Bernard",22/03/2017,,Belfast City,EXTERNAL MEETING,Air Tickets,Economy,,,81.70,,Redfern
"Dottridge, Mr. Adrian Yme",22/03/2017,,,Tube journey,"T&S - Planes, Trains and Automobiles",,,,4.80,,
"Dottridge, Mr. Adrian Yme",22/03/2017,,London St Pancras,EXTERNAL MEETING,Rail,Standard,,,91.50,,Redfern
"Dottridge, Mr. Adrian Yme",22/03/2017,,Sheffield,EXTERNAL MEETING,Rail,Standard,,,99.00,,Redfern
"Eastaugh, Mr. Tony",22/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,182.00,,Redfern
"Eastaugh, Mr. Tony",22/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Hepple, Mr. Tyson Julian",22/03/2017,,,Taxi from Cardiff Central to office,Taxis,,,,5.00,,
"Hepple, Mr. Tyson Julian",22/03/2017,,Cardiff,EXTERNAL MEETING,,,Hotel Minimum- Two Twin Beds,,75.60,,Redfern
"Hepple, Mr. Tyson Julian",22/03/2017,,Cardiff Central,EXTERNAL MEETING,Rail,Standard,,,100.40,,Redfern
"Hepple, Mr. Tyson Julian",22/03/2017,,Sheffield,EXTERNAL MEETING,Rail,Standard,,,46.50,,Redfern
"Ind, Mr. Hugh Timothy",22/03/2017,,,Visit to Solihull - train from station to offices,Taxis,,,,12.00,,
"Ind, Mr. Hugh Timothy",22/03/2017,,,Visit to Solihull,"T&S - Planes, Trains and Automobiles",,,,3.90,,
"Ind, Mr. Hugh Timothy",22/03/2017,,Birmingham International,EXTERNAL MEETING,Rail,Standard,,,88.00,,Redfern
"Ind, Mr. Hugh Timothy",22/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,3.60,,Redfern
"Ind, Mr. Hugh Timothy",22/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Kershaw, Mr. Stephen Edward",22/03/2017,,,Taxi in Birmingham,T&S - Hotels,,,,5.00,,
"Kershaw, Mr. Stephen Edward",22/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,96.55,,Redfern
"Kershaw, Mr. Stephen Edward",22/03/2017,,,EXTERNAL MEETING,Billback Fee,,,,0.60,,Redfern
"Montgomery, Sir Charles Percival",22/03/2017,,,Food during overnight visit - Border Force Coventry Postal Centre & East Midlands Airport,T&S - Hotels,,,,26.00,,
"Montgomery, Sir Charles Percival",22/03/2017,,,St Pancreas to Waterloo tube (return from BF Coventry Postal visit),T&S - Hotels,,,,2.40,,
"Montgomery, Sir Charles Percival",22/03/2017,,,Lunch at East Mids Parkway train station (Overnight East Midlands Airport visit),T&S - Hotels,,,,6.80,,
"Montgomery, Sir Charles Percival",22/03/2017,,London St Pancras,EXTERNAL MEETING,Rail,Standard,,,30.00,,Redfern
"Morrison, Mr. Paul Noble Wilson",22/03/2017,,,material for course/work development,Miscellaneous,,,,12.08,,
"Morrison, Mr. Paul Noble Wilson",22/03/2017,,,material for course/work development,Miscellaneous,,,,11.43,,
"Morrison, Mr. Paul Noble Wilson",22/03/2017,,,material for course/work development,Miscellaneous,,,,10.68,,
"Morrison, Mr. Paul Noble Wilson",22/03/2017,,,material for course/work development,Miscellaneous,,,,22.96,,
"O'brien, Mr. John",22/03/2017,,,External meeting,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,82.90,,
"Pratt, Mr. Alan Palaic",22/03/2017,,,FInstP CPhys subscription to Institue of Physics. Required for credibility of role.,Miscellaneous,,,,168.00,,
"Ind, Mr. Hugh Timothy",22/03/2017,,,Visit to Soliull Offices and IE SCS Away Day in Birmingham,T&S - Subsistence,,,,35.30,,
"O'brien, Mr. John",22/03/2017,,,eXTERNAL MEETINGS,T&S - Subsistence,,,,52.00,,
"Cunningham, Mr. Michael Bernard",23/03/2017,,Poulton-Le-Fylde,EXTERNAL MEETING,Rail,Standard,,,24.30,,Redfern
"Cunningham, Mr. Michael Bernard",23/03/2017,,,EXTERNAL MEETING,Air Fee,,,,2.16,,Redfern
"Dottridge, Mr. Adrian Yme",23/03/2017,,,Purchase of microphone for staff engagement,T&S - Subsistence,,,,19.99,,
"Eastaugh, Mr. Tony",23/03/2017,,London Heathrow,EXTERNAL MEETING,,,Hotel Room,,106.38,,Redfern
"Hepple, Mr. Tyson Julian",23/03/2017,,London Paddington,EXTERNAL MEETING,Rail,Standard,,,41.50,,Redfern
"Ind, Mr. Hugh Timothy",23/03/2017,,,Senior Leadership Team Event in Birmingham,"T&S - Planes, Trains and Automobiles",,,,3.90,,
"Ind, Mr. Hugh Timothy",23/03/2017,,London Euston,EXTERNAL MEETING,Rail,Standard,,,88.00,,Redfern
"Philpott, Mr. Matthew John",23/03/2017,,,Visit to frontline staff at Heathrow,"T&S - Planes, Trains and Automobiles",,,,22.20,,
"Pratt, Mr. Alan Palaic",23/03/2017,,Grateley,EXTERNAL MEETING,Rail,Standard,,,35.90,,Redfern
"Sutton, Mr. Kenneth David",23/03/2017,,London Zones 1-4,EXTERNAL MEETING,Rail,Standard,,,12.30,,Redfern
"Williams, Ms. Wendy",23/03/2017,,Birmingham New St,EXTERNAL MEETING,Rail,Standard,,,56.00,,Redfern
"Williams, Ms. Wendy",23/03/2017,,Newcastle,EXTERNAL MEETING,Rail,Standard,,,143.40,,Redfern
"Cunningham, Mr. Michael Bernard",24/03/2017,,Manchester,EXTERNAL MEETING,Air Tickets,Economy,,,150.83,,Redfern
"Cunningham, Mr. Michael Bernard",24/03/2017,,Poulton-Le-Fylde,EXTERNAL MEETING,Rail,Standard,,,6.00,,Redfern
"Gould, Mr. Barry",24/03/2017,,Canberra,MEETING,Air Tickets,Business,,,2.16,,Redfern
"O'brien, Mr. John",24/03/2017,,,External meeting,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,41.95,,
"Parsons, Mr. Michael John",24/03/2017,,,Travel from meeting in Oxford,Taxis,,,,10.00,,
"Parsons, Mr. Michael John",24/03/2017,,Oxford,EXTERNAL MEETING,Rail,Standard,,,62.40,,Redfern
"Riach, Ms. Shona",26/03/2017,,Brussels Midi,EXTERNAL MEETING,Cont Rail,Business,,,490.00,,Redfern
"Dottridge, Mr. Adrian Yme",27/03/2017,,,Taxi from Liverpool Lime Street to hotel,Taxis,,,,8.00,,
"France, Mr. David Paul",27/03/2017,,,Meal for self and colleague (individually the meals cost œ15.00 and œ14.00) on visit to Durham to meet CC Barton. (No alcohol claimed although receipt includes this.),"Canteens, Lunches, Vending",,,,29.00,,
"France, Mr. David Paul",27/03/2017,,Durham,EXTERNAL MEETING,Rail,Standard,,,65.00,,Redfern
"France, Mr. David Paul",27/03/2017,,Newcastle,EXTERNAL MEETING,,,Hotel Room,,77.60,,Redfern
"Ind, Mr. Hugh Timothy",27/03/2017,,,London Meetings,"T&S - Planes, Trains and Automobiles",,,,2.80,,
"Lloyd, Ms. Myrtle",27/03/2017,,,Taxi from home to Chester train station,Taxis,,,,7.70,,
"Lloyd, Ms. Myrtle",27/03/2017,,,Tube fare,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Lloyd, Ms. Myrtle",27/03/2017,,,Food & Drink,T&S - Subsistence,,,,15.98,,
"Lloyd, Ms. Myrtle",27/03/2017,,London Heathrow,INTERNAL MEETING,,,Hotel Standard- Two- Twin,,375.60,,Redfern
"Lloyd, Ms. Myrtle",27/03/2017,,ZONE U1* LONDN,INTERNAL MEETING,Rail,Standard,,,283.00,,Redfern
"Morrison, Mr. Paul Noble Wilson",27/03/2017,,Liverpool,EXTERNAL MEETING,,,Hotel Standard,,65.60,,Redfern
"Morrison, Mr. Paul Noble Wilson",27/03/2017,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,84.90,,Redfern
"Tribe, Mr. Lee Kelvin",27/03/2017,,Winchester,EXTERNAL MEETING,Rail,Standard,,,71.20,,Redfern
"France, Mr. David Paul",28/03/2017,,London Kings Cross,EXTERNAL MEETING,Rail,Standard,,,131.70,,Redfern
"Leach, Mrs. Paula Michelle",28/03/2017,,,8 HR books for SLG - Development,Miscellaneous,,,,71.36,,
"Lincoln, Mr. Paul Michael",28/03/2017,,,Travel from 2MS to HMP Wandsworth for Visit,Taxis,,,,13.66,,
"Lloyd, Ms. Myrtle",28/03/2017,,,Tube fare,"T&S - Planes, Trains and Automobiles",,,,2.40,,
"Lloyd, Ms. Myrtle",28/03/2017,,,dinner,T&S - Subsistence,,,,21.34,,
"Montgomery, Sir Charles Percival",28/03/2017,,,Taxi after event,T&S - Hotels,,,,15.00,,
"O'brien, Mr. John",28/03/2017,,,Regional office visit,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,57.10,,
"Oppenheim, Mr. Jeremy",28/03/2017,,,Taxi from 2 Marsham Street to ETC Venues Pimlico for coaching workshop,Taxis,,,,3.96,,
"O'brien, Mr. John",28/03/2017,,,Regional office visit,T&S - Subsistence,,,,26.00,,
